time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
817500,2021-10-16 19:07:09,29.408203752018,-82.1701842278984,19.68504,30.9055128,47.706721014804,78.612233814804,0,3.579104,506.12862512,17,5,0,105.5151218148,46.587928,7.82929,508.94358584,3.802798,0,0,359.7, -8.4, -1.3,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
817600,2021-10-16 19:07:09,29.4082053825464,-82.1701841695234,19.68504,30.8070876,47.805146214804,78.612233814804,0,3.579104,506.5452918,17,5,0,105.5151218148,46.587928,7.82929,508.94358584,3.802798,0,0,359.7, -8.6, -1.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
817700,2021-10-16 19:07:09,29.4082070117199,-82.1701841188583,19.68504,30.6102372,48.001996614804,78.612233814804,0,3.579104,506.96523932,17,5,0,105.5151218148,46.587928,7.82929,508.94358584,3.802798,0,0,359.6, -8.5, -1.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
817800,2021-10-16 19:07:09,29.4082086665317,-82.1701840061992,19.68504,30.4133868,48.198847014804,78.612233814804,0,3.579104,507.37862516,17,5,0,105.5151218148,46.587928,7.82929,508.94358584,4.026492,0,0,359.6, -8.2, -1.6,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
817900,2021-10-16 19:07:09,29.4082103152987,-82.1701839242224,19.68504,30.3149616,48.297272214804,78.612233814804,0,3.579104,507.79529184,17,5,0,105.5151218148,46.587928,7.82929,508.94358584,4.026492,0,0,359.5, -8, -1.7,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818000,2021-10-16 19:07:09,29.4082119962698,-82.1701838258817,19.68504,30.0853028,48.526931014804,78.612233814804,0,3.579104,508.2185202,17,5,0,105.5151218148,46.587928,7.82929,508.94358584,4.026492,0,0,359.5, -7.8, -2.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818100,2021-10-16 19:07:09,29.4082136601487,-82.1701837588527,19.68504,29.8884524,48.723781414804,78.612233814804,0,3.579104,508.64174856,17,5,0,105.5151218148,46.587928,7.82929,508.94358584,4.026492,0,0,359.5, -7.7, -2.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818200,2021-10-16 19:07:09,29.4082153458097,-82.1701837084236,19.68504,29.7900272,48.822206614804,78.612233814804,0,3.579104,509.07810028,17,5,0,105.5151218148,46.587928,7.82929,509.07810028,4.026492,0,0,359.5, -7.6, -2.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818300,2021-10-16 19:07:09,29.4082170142743,-82.1701836690086,19.68504,29.5931768,49.019057014804,78.612233814804,0,3.579104,509.51117116,17,5,0,105.5151218148,46.587928,7.82929,509.51117116,4.026492,0,0,359.5, -7.3, -2.3,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818400,2021-10-16 19:07:09,29.4082186820094,-82.1701836188942,19.68504,29.3963264,49.215907414804,78.612233814804,0,3.579104,509.94424204,17,5,0,105.5151218148,46.587928,7.82929,509.94424204,4.026492,0,0,359.5, -7.2, -2.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818500,2021-10-16 19:07:09,29.4082203293173,-82.1701835698025,19.68504,29.2650928,49.347141014804,78.612233814804,0,3.579104,510.37075124,17,5,0,105.5151218148,46.587928,7.82929,510.37075124,4.026492,0,0,359.6, -7, -2.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818600,2021-10-16 19:07:09,29.4082219714142,-82.1701835528879,19.68504,29.0682424,49.543991414804,78.612233814804,0,3.579104,510.80382212,17,5,0,105.5151218148,46.587928,7.82929,510.80382212,4.026492,0,0,359.5, -7, -2.5,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818700,2021-10-16 19:07:09,29.4082235990244,-82.1701835426605,19.68504,28.871392,49.740841814804,78.612233814804,0,3.579104,511.23361216,17,5,0,105.5151218148,46.587928,7.82929,511.23361216,3.802798,0,0,359.5, -7.2, -2.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818800,2021-10-16 19:07:09,29.4082252321584,-82.1701835380975,19.68504,28.7729668,49.839267014804,78.612233814804,0,3.579104,511.66668304,17,5,0,105.5151218148,46.587928,7.82929,511.66668304,4.026492,0,0,359.5, -7.2, -2.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
818900,2021-10-16 19:07:09,29.4082268656049,-82.1701835316464,19.68504,28.5761164,50.036117414804,78.612233814804,0,3.579104,512.09975392,17,5,0,105.5151218148,46.587928,7.82929,512.09975392,4.026492,0,0,359.6, -7.1, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819000,2021-10-16 19:07:09,29.4082284438147,-82.170183553596,19.68504,28.4448828,50.167351014804,78.612233814804,0,3.579104,512.52626312,17,5,0,105.5151218148,46.587928,7.82929,512.52626312,4.026492,0,0,359.6, -7, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819100,2021-10-16 19:07:09,29.408230015667,-82.1701835701172,19.68504,28.2480324,50.364201414804,78.612233814804,0,3.579104,512.94949148,17,5,0,105.5151218148,46.587928,7.82929,512.94949148,3.802798,0,0,359.6, -7, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819200,2021-10-16 19:07:09,29.4082316455701,-82.170183638641,19.68504,28.051182,50.561051814804,78.612233814804,0,3.579104,513.39896656,17,5,0,105.5151218148,46.587928,7.82929,513.39896656,3.802798,0,0,359.7, -7.1, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819300,2021-10-16 19:07:09,29.4082332745352,-82.1701836775839,19.68504,27.9527568,50.659477014804,78.612233814804,0,3.579104,513.84187996,17,5,0,105.5151218148,46.587928,7.82929,513.84187996,3.802798,0,0,359.7, -7.2, -2.3,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819400,2021-10-16 19:07:09,29.408234895788,-82.1701837259675,19.68504,27.7559064,50.856327414804,78.612233814804,0,3.579104,514.28479336,17,5,0,105.5151218148,46.587928,7.82929,514.28479336,3.802798,0,0,359.7, -7.1, -2.5,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819500,2021-10-16 19:07:09,29.4082364956756,-82.1701837708896,19.68504,27.6246728,50.987561014804,78.612233814804,0,3.579104,514.72114508,17,5,0,105.5151218148,46.587928,7.82929,514.72114508,3.802798,0,0,359.7, -7.2, -2.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819600,2021-10-16 19:07:09,29.4082381160946,-82.1701838681288,19.68504,27.4278224,51.184411414804,78.612233814804,0,3.579104,515.17718184,17,5,0,105.5151218148,46.587928,7.82929,515.17718184,3.802798,0,0,359.7, -7.2, -2.2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819700,2021-10-16 19:07:09,29.4082397289055,-82.1701839601757,19.68504,27.230972,51.381261814804,78.612233814804,0,3.579104,515.62993776,17,5,0,105.5151218148,46.587928,7.82929,515.62993776,3.802798,0,0,359.6, -7.2, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819800,2021-10-16 19:07:09,29.4082413374434,-82.1701840490757,19.68504,27.1325468,51.479687014804,78.612233814804,0,3.579104,516.07941284,17,5,0,105.5151218148,46.587928,7.82929,516.07941284,3.802798,0,0,359.6, -7.1, -1.7,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
819900,2021-10-16 19:07:09,29.4082429276385,-82.1701841368743,19.68504,26.9356964,51.676537414804,78.612233814804,0,3.579104,516.52560708,17,5,0,105.5151218148,46.587928,7.82929,516.52560708,3.802798,0,0,359.6, -7.2, -1.6,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820000,2021-10-16 19:07:09,29.4082445123099,-82.1701842695949,19.68504,26.7060376,51.906196214804,78.612233814804,0,3.579104,516.978363,17,5,0,105.5151218148,46.587928,7.82929,516.978363,3.802798,0,0,359.5, -7.3, -1.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820100,2021-10-16 19:07:09,29.4082460966687,-82.1701843993259,19.68504,26.6076124,52.004621414804,78.612233814804,0,3.579104,517.43111892,17,5,0,105.5151218148,46.587928,7.82929,517.43111892,3.802798,0,0,359.5, -7.3, -1.3,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820200,2021-10-16 19:07:09,29.4082477254254,-82.1701845229992,19.68504,26.410762,52.201471814804,78.612233814804,0,3.579104,517.8969982,17,5,0,105.5151218148,46.587928,7.82929,517.8969982,3.802798,-0.223694,0,359.5, -7.1, -1.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820300,2021-10-16 19:07:09,29.408249344698,-82.1701846310165,19.68504,26.3123368,52.299897014804,78.612233814804,0,3.579104,518.35303496,17,5,0,105.5151218148,46.587928,7.82929,518.35303496,3.802798,0,0,359.4, -6.9, -1.2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820400,2021-10-16 19:07:09,29.4082509711618,-82.1701847384046,19.68504,26.1154864,52.496747414804,78.612233814804,0,3.579104,518.8156334,17,5,0,105.5151218148,46.587928,7.82929,518.8156334,3.802798,0,0,359.4, -6.8, -1.2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820500,2021-10-16 19:07:09,29.4082525774068,-82.17018484713,19.68504,25.918636,52.693597814804,78.612233814804,0,3.579104,519.27167016,17,5,0,105.5151218148,46.587928,7.82929,519.27167016,3.802798,0,0,359.4, -6.8, -1.2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820600,2021-10-16 19:07:09,29.4082542209628,-82.1701849146311,19.68504,25.8202108,52.792023014804,78.612233814804,0,3.579104,519.72770692,17,5,0,105.5151218148,46.587928,7.82929,519.72770692,3.802798,0,0,359.4, -6.9, -1.2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820700,2021-10-16 19:07:09,29.4082558448211,-82.1701849859871,19.68504,25.6233604,52.988873414804,78.612233814804,0,3.579104,520.18046284,17,5,0,105.5151218148,46.587928,7.82929,520.18046284,3.802798,0,0,359.4, -6.8, -1.2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820800,2021-10-16 19:07:09,29.4082575084916,-82.1701850509706,19.68504,25.3937016,53.218532214804,78.612233814804,0,3.579104,520.64306128,17,5,0,105.5151218148,46.587928,7.82929,520.64306128,3.802798,0,0,359.4, -6.6, -1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
820900,2021-10-16 19:07:09,29.4082591424593,-82.1701851290138,19.68504,25.2952764,53.316957414804,78.612233814804,0,3.579104,521.10237888,17,5,0,105.5151218148,46.587928,7.82929,521.10237888,3.802798,0,0,359.4, -6.5, -0.7,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821000,2021-10-16 19:07:09,29.4082607899756,-82.1701851619776,19.68504,25.098426,53.513807814804,78.612233814804,0,3.579104,521.55185396,17,5,0,105.5151218148,46.587928,7.82929,521.55185396,3.802798,0,0,359.4, -6.4, -0.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821100,2021-10-16 19:07:09,29.4082623991388,-82.1701852010778,19.68504,25.0000008,53.612233014804,78.612233814804,0,3.579104,521.9980482,17,5,0,105.5151218148,46.587928,7.82929,521.9980482,3.802798,0,0,359.4, -6.5, -0.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821200,2021-10-16 19:07:09,29.4082640387344,-82.170185198875,19.68504,24.8031504,53.809083414804,78.612233814804,0,3.579104,522.4409616,17,5,0,105.5151218148,46.587928,7.82929,522.4409616,3.802798,0,0,359.4, -6.6, -1.3,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821300,2021-10-16 19:07:09,29.4082656455005,-82.1701852220834,19.68504,24.5734916,54.038742214804,78.612233814804,0,3.579104,522.88059416,17,5,0,105.5151218148,46.587928,7.82929,522.88059416,3.802798,0,0,359.4, -6.7, -1.5,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821400,2021-10-16 19:07:09,29.4082672157896,-82.1701852306587,19.68504,24.4750664,54.137167414804,78.612233814804,0,3.579104,523.30710336,17,5,0,105.5151218148,46.587928,7.82929,523.30710336,3.802798,0,0,359.5, -6.5, -1.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821500,2021-10-16 19:07:09,29.4082687652345,-82.1701852540245,19.68504,24.278216,54.334017814804,78.612233814804,0,3.579104,523.73033172,17,5,0,105.5151218148,46.587928,7.82929,523.73033172,3.802798,0,0,359.6, -6.2, -1.3,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821600,2021-10-16 19:07:09,29.4082703453202,-82.1701852618917,19.68504,24.1797908,54.432443014804,78.612233814804,0,3.579104,524.16012176,17,5,0,105.5151218148,46.587928,7.82929,524.16012176,3.802798,0,0,359.6, -5.8, -1.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821700,2021-10-16 19:07:09,29.4082719058125,-82.1701852804584,19.68504,23.9829404,54.629293414804,78.612233814804,0,3.579104,524.5899118,17,5,0,105.5151218148,46.587928,7.82929,524.5899118,3.802798,0,0,359.6, -5.4, -1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
821900,2021-10-16 19:07:09,29.4082749866722,-82.1701852419089,19.68504,23.6548564,54.957377414804,78.612233814804,0,3.579104,525.41668348,17,5,0,105.5151218148,46.587928,7.82929,525.41668348,3.579104,0,0,359.7, -4.5, -1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
822000,2021-10-16 19:07:09,29.408276415013,-82.1701852338056,20.013124,23.8845152,55.055802614804,78.940317814804,0,3.579104,525.8038226,17,5,0,105.5151218148,46.587928,7.82929,525.8038226,3.579104,0,0,359.7, -4.4, -1.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
822200,2021-10-16 19:07:09,29.4082792136438,-82.1701851715756,20.013124,23.5892396,55.351078214804,78.940317814804,0,3.579104,526.55185412,17,5,0,105.5151218148,46.587928,7.82929,526.55185412,3.35541,0,0,359.7, -4.4, -1.2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
822300,2021-10-16 19:07:09,29.4082806023809,-82.1701851190224,20.013124,23.3923892,55.547928614804,78.940317814804,0,3.579104,526.9193082,17,5,0,105.5151218148,46.587928,7.82929,526.9193082,3.35541,0,0,359.7, -4.5, -1.4,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
822400,2021-10-16 19:07:09,29.4082819598518,-82.1701850601753,19.68504,22.9330716,55.679162214804,78.612233814804,0,3.579104,527.27691976,17,5,0,105.5151218148,46.587928,7.82929,527.27691976,3.35541,0,0,359.7, -4.6, -1.5,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
822500,2021-10-16 19:07:09,29.4082833070049,-82.1701850213111,19.68504,22.8346464,55.777587414804,78.612233814804,0,3.579104,527.63781216,17,5,0,105.5151218148,46.587928,7.82929,527.63781216,3.35541,0,0,359.7, -4.6, -1.5,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
822600,2021-10-16 19:07:09,29.4082846289366,-82.1701849497977,19.68504,22.637796,55.974437814804,78.612233814804,0,3.579104,527.98230036,17,5,0,105.5151218148,46.587928,7.82929,527.98230036,3.131716,0,0,359.7, -4.6, -1.7,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
822700,2021-10-16 19:07:09,29.4082859335678,-82.170184890636,19.68504,22.5393708,56.072863014804,78.612233814804,0,3.579104,528.32678856,17,5,0,105.5151218148,46.587928,7.82929,528.32678856,3.131716,0,0,359.7, -4.8, -1.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
822800,2021-10-16 19:07:09,29.4082872356977,-82.1701848505916,19.68504,22.4409456,56.171288214804,78.612233814804,0,3.579104,528.67127676,17,5,0,105.5151218148,46.587928,7.82929,528.67127676,3.131716,0,0,359.8, -4.9, -1.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
822900,2021-10-16 19:07:09,29.4082885170877,-82.1701848232136,19.68504,22.2440952,56.368138614804,78.612233814804,0,3.579104,529.01576496,17,5,0,105.5151218148,46.587928,7.82929,529.01576496,3.131716,0,0,359.8, -5.1, -1.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
823000,2021-10-16 19:07:09,29.4082898266172,-82.1701847914299,19.68504,22.1128616,56.499372214804,78.612233814804,0,3.579104,529.37009568,17,5,0,105.5151218148,46.587928,7.82929,529.37009568,3.131716,0,0,359.8, -5.3, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
823100,2021-10-16 19:07:09,29.4082911107169,-82.1701847638158,19.68504,22.0144364,56.597797414804,78.612233814804,0,3.579104,529.71458388,17,5,0,105.5151218148,46.587928,7.82929,529.71458388,3.131716,0,0,359.8, -5.4, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
823200,2021-10-16 19:07:09,29.408292455473,-82.1701847539817,19.68504,21.9160112,56.696222614804,78.612233814804,0,3.579104,530.07875712,17,5,0,105.5151218148,46.587928,7.82929,530.07875712,3.131716,0,0,359.8, -5.5, -1.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
823300,2021-10-16 19:07:09,29.4082937627096,-82.1701847432823,19.68504,21.7191608,56.893073014804,78.612233814804,0,3.579104,530.43636868,17,5,0,105.5151218148,46.587928,7.82929,530.43636868,3.131716,0,0,359.8, -5.4, -1.7,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
823400,2021-10-16 19:07:09,29.4082950799515,-82.1701847137801,19.68504,21.6207356,56.991498214804,78.612233814804,0,3.579104,530.7906994,17,5,0,105.5151218148,46.587928,7.82929,530.7906994,3.131716,0,0,359.7, -5.5, -1.6,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
823500,2021-10-16 19:07:09,29.4082963490435,-82.1701846771187,19.68504,21.5223104,57.089923414804,78.612233814804,0,3.579104,531.13190676,17,5,0,105.5151218148,46.587928,7.82929,531.13190676,3.131716,0,0,359.7, -5.6, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.612233814804,19.68504,14,Waypoint,
823600,2021-10-16 19:07:09,29.4082976500269,-82.1701846229919,20.013124,21.6207356,57.319582214804,78.940317814804,0,3.579104,531.47639496,16,5,0,105.5151218148,46.587928,7.82929,531.47639496,3.131716,0,0,359.7, -5.6, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
823700,2021-10-16 19:07:09,29.4082989311043,-82.1701845780699,20.013124,21.5223104,57.418007414804,78.940317814804,0,3.579104,531.81760232,16,5,0,105.5151218148,46.587928,7.82929,531.81760232,3.131716,0,0,359.6, -5.4, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
823800,2021-10-16 19:07:09,29.4083002461575,-82.1701845232352,20.013124,21.4238852,57.516432614804,78.940317814804,0,3.579104,532.1686522,16,5,0,105.5151218148,46.587928,7.82929,532.1686522,3.131716,0,0,359.7, -5.3, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
823900,2021-10-16 19:07:09,29.4083015330712,-82.1701844865738,20.013124,21.1942264,57.746091414804,78.940317814804,0,3.579104,532.5131404,16,5,0,105.5151218148,46.587928,7.82929,532.5131404,3.131716,0,0,359.7, -5.3, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824000,2021-10-16 19:07:09,29.4083028560451,-82.1701844760316,20.013124,21.0958012,57.844516614804,78.940317814804,0,3.579104,532.8740328,17,5,0,105.5151218148,46.587928,7.82929,532.8740328,3.131716,0,0,359.7, -5.3, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824100,2021-10-16 19:07:09,29.4083041557779,-82.1701844796506,20.013124,20.997376,57.942941814804,78.940317814804,0,3.579104,533.2349252,17,5,0,105.5151218148,46.587928,7.82929,533.2349252,3.131716,0,0,359.7, -5.2, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824200,2021-10-16 19:07:09,29.4083055198147,-82.1701844687151,20.013124,20.8005256,58.139792214804,78.940317814804,0,3.579104,533.60566012,17,5,0,105.5151218148,46.587928,7.82929,533.60566012,3.131716,0,0,359.7, -5.1, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824300,2021-10-16 19:07:09,29.4083068442478,-82.1701844582516,20.013124,20.7021004,58.238217414804,78.940317814804,0,3.579104,533.96983336,17,5,0,105.5151218148,46.587928,7.82929,533.96983336,3.131716,0,0,359.7, -4.9, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824400,2021-10-16 19:07:09,29.4083082099521,-82.1701844551047,20.013124,20.6036752,58.336642614804,78.940317814804,0,3.579104,534.34384912,17,5,0,105.5151218148,46.587928,7.82929,534.34384912,3.131716,0,0,359.7, -4.8, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824500,2021-10-16 19:07:09,29.4083095250053,-82.1701844583303,20.013124,20.3740164,58.566301414804,78.940317814804,0,3.579104,534.70802236,17,5,0,105.5151218148,46.587928,7.82929,534.70802236,3.131716,0,0,359.7, -4.8, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824600,2021-10-16 19:07:09,29.4083108220284,-82.1701844611625,20.013124,20.2755912,58.664726614804,78.940317814804,0,3.579104,535.06563392,17,5,0,105.5151218148,46.587928,7.82929,535.06563392,2.908022,0,0,359.7, -4.9, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824700,2021-10-16 19:07:09,29.4083120831997,-82.1701844649388,20.013124,20.177166,58.763151814804,78.940317814804,0,3.579104,535.41340296,17,5,0,105.5151218148,46.587928,7.82929,535.41340296,2.908022,0,0,359.6, -5, -1.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824800,2021-10-16 19:07:09,29.4083133225888,-82.1701844698165,20.013124,20.0787408,58.861577014804,78.940317814804,0,3.579104,535.75789116,17,5,0,105.5151218148,46.587928,7.82929,535.75789116,2.908022,0,0,359.6, -5.2, -1.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
824900,2021-10-16 19:07:09,29.4083145560375,-82.170184472806,20.013124,19.8818904,59.058427414804,78.940317814804,0,3.579104,536.09909852,17,5,0,105.5151218148,46.587928,7.82929,536.09909852,2.908022,0,0,359.6, -5.4, -1.8,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
825000,2021-10-16 19:07:09,29.4083157896945,-82.1701844794932,20.013124,19.7834652,59.156852614804,78.940317814804,0,3.579104,536.44030588,16,5,0,105.5151218148,46.587928,7.82929,536.44030588,2.908022,0,0,359.6, -5.5, -1.9,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
825100,2021-10-16 19:07:09,29.4083170284584,-82.1701844909008,20.013124,19.6522316,59.288086214804,78.940317814804,0,3.579104,536.78479408,16,5,0,105.5151218148,46.587928,7.82929,536.78479408,2.908022,0,0,359.6, -5.5, -2,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
825200,2021-10-16 19:07:09,29.4083183326727,-82.1701845054552,20.013124,19.5866148,59.353703014804,78.940317814804,0,3.579104,537.14896732,16,5,0,105.5151218148,46.587928,7.82929,537.14896732,3.131716,0,0,359.6, -5.5, -2.1,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
825300,2021-10-16 19:07:09,29.4083196296957,-82.1701845258314,20.013124,19.3897644,59.550553414804,78.940317814804,0,3.579104,537.51314056,16,5,0,105.5151218148,46.587928,7.82929,537.51314056,3.131716,0,0,359.6, -5.5, -2.3,0,0,1024,1024,1024,1024,0,0,55,,,,,,,0,32,78.940317814804,20.013124,14,Waypoint,
