time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
76500,2021-10-16 19:02:54,29.4072008454396,-82.1690961892823,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.384678618,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.5, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
76600,2021-10-16 19:02:54,29.4072008077899,-82.1690961914445,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.3868767808,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.4, -1.3,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
76700,2021-10-16 19:02:54,29.407200773122,-82.1690961931974,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.3888452848,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.2, -1.3,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
76800,2021-10-16 19:02:54,29.407200715423,-82.1690962088865,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.3962599832,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.2, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
76900,2021-10-16 19:02:54,29.4072006563691,-82.1690962306542,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.4057416108,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.2, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77000,2021-10-16 19:02:54,29.4072006212956,-82.1690962388607,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.4099082776,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.2, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77100,2021-10-16 19:02:54,29.4072005907884,-82.1690962508497,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.4151248132,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.3, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77200,2021-10-16 19:02:55,29.4072005640412,-82.1690962819684,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.4262140524,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.5, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77300,2021-10-16 19:02:55,29.4072005335486,-82.1690963186814,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.4392389872,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.4, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77400,2021-10-16 19:02:55,29.4072005334183,-82.1690963517706,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.4496720584,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.3, -0.4, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77600,2021-10-16 19:02:55,29.4072005205959,-82.1690964450885,20.013124,19.4881896,59.452128214804,78.940317814804,0,0,4.4796917444,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77700,2021-10-16 19:02:55,29.4072005000498,-82.169096501745,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.498523766,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77800,2021-10-16 19:02:55,29.4072005100745,-82.1690965684065,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.519029016,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.7, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
77900,2021-10-16 19:02:55,29.4072005176061,-82.1690966253765,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5366143184,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.7, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78000,2021-10-16 19:02:55,29.4072005077752,-82.1690966551221,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5464568384,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.7, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78100,2021-10-16 19:02:55,29.4072004915836,-82.1690966741031,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5532153688,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78200,2021-10-16 19:02:56,29.4072004809173,-82.1690966903563,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5588584136,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78300,2021-10-16 19:02:56,29.4072004696028,-82.1690967142777,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5669620884,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78400,2021-10-16 19:02:56,29.4072004370339,-82.1690967070706,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5663059204,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78500,2021-10-16 19:02:56,29.4072004128418,-82.1690967007669,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5655185188,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78600,2021-10-16 19:02:56,29.4072003683283,-82.1690966699691,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5581366288,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.9,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78700,2021-10-16 19:02:56,29.4072003409134,-82.1690966487865,19.68504,19.1272972,59.484936614804,78.612233814804,0,0,4.5528872848,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.612233814804,19.68504,6,P-GPS,
78800,2021-10-16 19:02:56,29.4072002863703,-82.1690966143992,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.5450132688,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.3, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
78900,2021-10-16 19:02:56,29.4072002549039,-82.169096590425,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.539206182,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.2, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79000,2021-10-16 19:02:56,29.4072001890301,-82.1690965637156,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.5345473892,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.1, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79100,2021-10-16 19:02:56,29.4072001470325,-82.169096549798,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.532644502,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.2, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79200,2021-10-16 19:02:56,29.4072001056945,-82.1690965720193,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.5420605128,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.2, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79300,2021-10-16 19:02:57,29.40720008302,-82.1690965918485,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.5496392532,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.3, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79400,2021-10-16 19:02:57,29.4072000395845,-82.169096610382,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.5581038204,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.2, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79500,2021-10-16 19:02:57,29.4072000047684,-82.1690966157883,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.5619424032,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.1, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79600,2021-10-16 19:02:57,29.4071999728704,-82.1690966546586,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.576115632,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, 0, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79700,2021-10-16 19:02:57,29.4071999531467,-82.1690966903453,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.5885500156,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.1, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79800,2021-10-16 19:02:57,29.4071999140461,-82.1690967680012,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.6153544784,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.2, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
79900,2021-10-16 19:02:57,29.4071998833972,-82.169096829946,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.6367127468,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80000,2021-10-16 19:02:57,29.4071998710178,-82.1690969593955,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.677985714,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80100,2021-10-16 19:02:57,29.4071998644193,-82.1690970654179,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.7115815156,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80200,2021-10-16 19:02:58,29.4071998656439,-82.1690972059504,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.7554791548,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80300,2021-10-16 19:02:58,29.4071998597245,-82.169097295878,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.7839896544,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80400,2021-10-16 19:02:58,29.4071998548294,-82.1690974268924,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.8253282384,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.7, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80700,2021-10-16 19:02:58,29.4071999288585,-82.169097696277,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9051182672,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -1.1, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80800,2021-10-16 19:02:58,29.4071999839976,-82.169097791611,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.931758688,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -1, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
80900,2021-10-16 19:02:58,29.407200017182,-82.1690978649928,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9528544892,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.9, -1.3,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81000,2021-10-16 19:02:58,29.4072000473538,-82.1690979334391,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9726379544,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -1, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81100,2021-10-16 19:02:58,29.4072000640812,-82.169097986784,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9884516032,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -1.1, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81200,2021-10-16 19:02:59,29.407200105442,-82.1690980271566,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.998851866,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -1.1, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81300,2021-10-16 19:02:59,29.4072001396931,-82.1690980495057,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,5.0040355932,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.9, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81400,2021-10-16 19:02:59,29.407200163286,-82.1690980327362,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9975067216,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.8, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81700,2021-10-16 19:02:59,29.4072001387535,-82.1690979194846,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9632219436,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.7, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81800,2021-10-16 19:02:59,29.4072001495989,-82.1690978646314,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9454069824,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
81900,2021-10-16 19:02:59,29.4072001614996,-82.1690978214758,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9312009452,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82000,2021-10-16 19:02:59,29.4072001780576,-82.1690977843559,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.918635328,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82100,2021-10-16 19:02:59,29.4072001776082,-82.1690977543927,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9092193172,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82200,2021-10-16 19:03:00,29.4072001754374,-82.1690977325119,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.9024607868,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82300,2021-10-16 19:03:00,29.4072001631704,-82.1690977052629,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8945539624,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82400,2021-10-16 19:03:00,29.4072001574383,-82.1690976966987,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8921917576,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82500,2021-10-16 19:03:00,29.4072001509245,-82.1690976765597,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8862206288,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.3, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82600,2021-10-16 19:03:00,29.407200156922,-82.1690976526359,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8783466128,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.3,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82700,2021-10-16 19:03:00,29.4072001510385,-82.1690976214127,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8688649852,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.3,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82800,2021-10-16 19:03:00,29.4072001466303,-82.1690976189727,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8683400508,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
82900,2021-10-16 19:03:00,29.4072001272941,-82.1690976126469,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8674214156,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.3,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83000,2021-10-16 19:03:00,29.4072001453585,-82.1690976286703,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8714568488,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83100,2021-10-16 19:03:00,29.4072001461873,-82.1690976361036,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8737534368,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.3, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83200,2021-10-16 19:03:01,29.4072001634651,-82.1690976368608,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.873031652,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83300,2021-10-16 19:03:01,29.4072001560199,-82.1690976247809,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8696523868,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83400,2021-10-16 19:03:01,29.4072001766246,-82.1690976206125,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8672245652,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83600,2021-10-16 19:03:01,29.407200164294,-82.1690976242843,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8690618356,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83700,2021-10-16 19:03:01,29.4072001309125,-82.1690976349727,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8742455628,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83800,2021-10-16 19:03:01,29.4072001092103,-82.1690976532911,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8812009436,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.7, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
83900,2021-10-16 19:03:01,29.4072000826569,-82.1690976633071,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.885826928,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84000,2021-10-16 19:03:01,29.4072000734806,-82.1690976365228,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8779201036,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.6, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84100,2021-10-16 19:03:02,29.4072000503844,-82.1690976017225,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8683072424,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.4,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84200,2021-10-16 19:03:02,29.4072000469174,-82.1690975579363,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.8547901816,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84300,2021-10-16 19:03:02,29.4072000295093,-82.169097525029,20.013124,19.4225728,59.517745014804,78.940317814804,0,0,4.845472596,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.6,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84400,2021-10-16 19:03:02,29.4072000349304,-82.1690974874949,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.8333662964,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.2, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84500,2021-10-16 19:03:02,29.4072000225331,-82.1690974600074,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.825459472,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.1, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84600,2021-10-16 19:03:02,29.4072000032148,-82.1690974565827,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.8255250888,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.3, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84700,2021-10-16 19:03:02,29.4071999728948,-82.1690974601943,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.8284778448,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.5, -0.6, -1.8,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84800,2021-10-16 19:03:02,29.4071999701183,-82.1690974727216,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.8325788948,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.5, -1.7,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
84900,2021-10-16 19:03:02,29.4071999641322,-82.1690974702877,20.013124,19.4553812,59.484936614804,78.940317814804,0,0,4.8321523856,18,5,0,90.423257814804,31.496064,2.23694,24.1033800364,0,0,0,91.4, -0.4, -1.5,0,0,1024,1024,1024,1024,0,0,95,,,,,,,0,32,78.940317814804,20.013124,6,P-GPS,
